OBJECTID,NAME,OWNTYPE,SUBTYPEFIELD,FEATURECODE,FULLADDR,MUNICIPALITY,STATE,ZIP,CAPTUREMETH,LOCATIONTYPE,AGENCYURL,PHONE,last_edited_date,geometry,ConvertedX,ConvertedY
1499,Edison Square Post Office,Federal,780,Post Office,1519 N Lewis Ave,Waukegan,IL,60085-1700,Placed on Map,,https://www.usps.com/,(847) 244-1400,1561574114000,"{'x': -87.854228440209, 'y': 42.38132005494489}",-87.854228440209,42.38132005494489
1500,Grayslake Post Office,Federal,780,Post Office,75 Commerce Dr,Grayslake,IL,60030-9998,Placed on Map,,https://www.usps.com/,(847) 223-2787,1561574114000,"{'x': -88.02091555733263, 'y': 42.34297231313821}",-88.02091555733263,42.34297231313821
1501,Antioch Post Office,Federal,780,Post Office,420 Orchard St,Antioch,IL,60002-9998,Placed on Map,,https://www.usps.com/,(847) 395-3482,1561574114000,"{'x': -88.09836771902111, 'y': 42.47882874934273}",-88.09836771902111,42.47882874934273
1502,Lake Villa Post Office,Federal,780,Post Office,206 Cedar Ave,Lake Villa,IL,60046-8448,Placed on Map,,https://www.usps.com/,(847) 356-5995,1561574114000,"{'x': -88.07932429019392, 'y': 42.419747726022926}",-88.07932429019392,42.419747726022926
1503,Russell Post Office,Federal,780,Post Office,43410 N Kilbourne Rd,Russell,IL,60075-1000,Placed on Map,,https://www.usps.com/,(847) 395-0717,1561574114000,"{'x': -87.9128321793522, 'y': 42.494020903272954}",-87.9128321793522,42.494020903272954
1504,Winthrop Harbor Post Office,Federal,780,Post Office,1225 Sheridan Rd Ste F,Winthrop Harbor,IL,60096-1870,Placed on Map,,https://www.usps.com/,(847) 731-8215,1561574114000,"{'x': -87.82371588417956, 'y': 42.47262284900059}",-87.82371588417956,42.47262284900059
1505,Zion Post Office,Federal,780,Post Office,1225 Shiloh Blvd,Zion,IL,60099-2683,Placed on Map,,https://www.usps.com/,(847) 731-9210,1561574114000,"{'x': -87.82614905556822, 'y': 42.44945594589732}",-87.82614905556822,42.44945594589732
1506,Wadsworth Post Office,Federal,780,Post Office,39067 N Caroline Ave,Wadsworth,IL,60083-8931,Placed on Map,,https://www.usps.com/,(847) 662-2678,1561574114000,"{'x': -87.92671518392746, 'y': 42.42953497494687}",-87.92671518392746,42.42953497494687
1507,Downtown Barrington Post Office,Federal,780,Post Office,106 Barrington Commons Ct,Barrington,IL,60010-3222,Placed on Map,,https://www.usps.com/,(847) 381-7206,1561574114000,"{'x': -88.13502633891704, 'y': 42.154889414462126}",-88.13502633891704,42.154889414462126
1508,Lake Zurich Post Office,Federal,780,Post Office,25 Telser Rd,Lake Zurich,IL,60047-1510,Placed on Map,,https://www.usps.com/,(847) 438-5225,1561574114000,"{'x': -88.0685898752996, 'y': 42.19806004402784}",-88.0685898752996,42.19806004402784
1509,Wauconda Post Office,Federal,780,Post Office,539 W Liberty St,Wauconda,IL,60084-2492,Placed on Map,,https://www.usps.com/,(847) 526-7116,1561574114000,"{'x': -88.1520241870613, 'y': 42.25879583608355}",-88.1520241870613,42.25879583608355
1510,Island Lake Post Office,Federal,780,Post Office,129 E State Rd,Island Lake,IL,60042-1000,Placed on Map,,https://www.usps.com/,(847) 526-6153,1561574114000,"{'x': -88.19674489378143, 'y': 42.27112603480885}",-88.19674489378143,42.27112603480885
1511,Mundelein Post Office,Federal,780,Post Office,435 E Hawley St,Mundelein,IL,60060-2469,Placed on Map,,https://www.usps.com/,(847) 566-3907,1561574114000,"{'x': -87.99732117973278, 'y': 42.26909384869766}",-87.99732117973278,42.26909384869766
1512,Great Lakes Post Office,Federal,780,Post Office,525 Bronson Ave,Great Lakes,IL,60088-2948,Placed on Map,,https://www.usps.com/,(847) 688-2053,1561574114000,"{'x': -87.83692845629535, 'y': 42.31421614486882}",-87.83692845629535,42.31421614486882
1513,Lake Villa Township West Community Center,Municipal,820,Community / Recreation Center, ,Lake Villa,IL, ,Placed on Map,,, ,1546871446000,"{'x': -88.12591167271826, 'y': 42.413117723021564}",-88.12591167271826,42.413117723021564
1514,Gorton Community Center,Municipal,820,Community / Recreation Center,400 E Illinois Rd,Lake Forest,IL,60045,Placed on Map,,https://gortoncenter.org/,(847) 234-6060,1561574114000,"{'x': -87.8373627252599, 'y': 42.250641326954664}",-87.8373627252599,42.250641326954664
1515,Tower Park,Municipal,820,Park,36630 N Hutchins Rd,Gurnee,IL,60031,Placed on Map,,http://www.grandwoodpark.net/park-district-facilities-tower-park/, ,1546871446000,"{'x': -87.9861505258685, 'y': 42.39520497944012}",-87.9861505258685,42.39520497944012
1516,Lillian L Lutz Recreation Center,Municipal,820,Community / Recreation Center,1195 Half Day Rd,Highland Park,IL,60035,Placed on Map,,https://jcys.org/thelil/,(847) 432-6355,1546871446000,"{'x': -87.82817862018796, 'y': 42.20011602481743}",-87.82817862018796,42.20011602481743
1517,Ela Township Community Center,Municipal,820,Community / Recreation Center, , ,IL, ,Placed on Map,,, ,1546871446000,"{'x': -88.08292073136651, 'y': 42.19203049434046}",-88.08292073136651,42.19203049434046
1518,Karger Recreation Center,Municipal,820,Community / Recreation Center,1850 Green Bay Rd,Highland Park,IL,60035,Placed on Map,,, ,1546871446000,"{'x': -87.80442459040255, 'y': 42.185819936589745}",-87.80442459040255,42.185819936589745
1519,Regent Center,Municipal,820,Community / Recreation Center,1200 Regent Dr,Mundelein,IL,60060,Placed on Map,,https://mundeleinparks.org/facilities-parks/recreation-centers/regent-center/,(847) 388-5427,1561492681000,"{'x': -88.02109490867404, 'y': 42.26376008910602}",-88.02109490867404,42.26376008910602
1520,Mundelein Community Center,Municipal,820,Community / Recreation Center,1401 N Midlothian Rd,Mundelein,IL,60060,Placed on Map,,https://mundeleinparks.org/facilities-parks/recreation-centers/mundelein-community-center/,(847) 566-0650,1561492681000,"{'x': -88.01795930773379, 'y': 42.286180902036996}",-88.01795930773379,42.286180902036996
1521,Langendorf Park Fitness and Recreation Center,Municipal,820,Community / Recreation Center,235 Lions Dr,Barrington,IL, ,Placed on Map,,https://www.barringtonparkdistrict.org/parks-facilities/langendorf-park/,(847) 381-0687,1561574114000,"{'x': -88.14032863949166, 'y': 42.159414504079}",-88.14032863949166,42.159414504079
1522,Buffalo Grove Fitness Center,Municipal,820,Community / Recreation Center,601 W Deerfield Pkwy,Buffalo Grove,IL,60089,Placed on Map,,http://bgparks.org/facilities/fitness-center.aspx,(847) 353-7500,1546871446000,"{'x': -87.97057216229854, 'y': 42.170821215318846}",-87.97057216229854,42.170821215318846
1523,Community Arts Center,Municipal,820,Community / Recreation Center,225 McHenry Rd,Buffalo Grove,IL,60089,Placed on Map,,http://bgparks.org/facilities/cac.aspx,(847) 850-2175,1546871446000,"{'x': -87.95786079351743, 'y': 42.15690523060175}",-87.95786079351743,42.15690523060175
1524,Patty Turner Center,Municipal,820,Community / Recreation Center,375 Elm St,Deerfield,IL,60015,Placed on Map,,https://www.deerfieldparks.org/patty-turner-center/,(847) 940-4010,1561574114000,"{'x': -87.84743458142822, 'y': 42.159203095392265}",-87.84743458142822,42.159203095392265
1525,Jewett Park Community Center,Municipal,820,Community / Recreation Center,836 Jewett Park Dr,Deerfield,IL,60015,Placed on Map,,http://www.deerfieldparks.org/parks-facilities/jewett-park-community-center/, ,1561574114000,"{'x': -87.84796647570458, 'y': 42.16829945685761}",-87.84796647570458,42.16829945685761
1526,Foss Park District Community Recreation Center,Municipal,820,Community / Recreation Center,1730 Lewis Ave,North Chicago,IL,60064,Placed on Map,,https://www.fosspark-district.org/foss-park-community-center.html,(847) 689-7480,1561574114000,"{'x': -87.85667834810974, 'y': 42.32720717346464}",-87.85667834810974,42.32720717346464
1527,Grandwood Park District Community Center,Municipal,820,Community / Recreation Center,36630 N Hutchins Rd,Gurnee,IL,60031,Placed on Map,,http://www.grandwoodpark.net/park-district-facilities-community-center/,(847) 356-0008,1546871446000,"{'x': -87.9861505258685, 'y': 42.39520497944012}",-87.9861505258685,42.39520497944012
1528,Neville Park,Private,820,Park, ,North Chicago,IL,60064,Placed on Map,,https://www.fosspark-district.org/index.php, ,1561574114000,"{'x': -87.84640910602235, 'y': 42.33131286797306}",-87.84640910602235,42.33131286797306
1529,Boak Park,Private,820,Park, ,North Chicago,IL,60064,Placed on Map,,https://www.fosspark-district.org/index.php, ,1561574114000,"{'x': -87.84667070980615, 'y': 42.32375735441621}",-87.84667070980615,42.32375735441621
1530,Hamlet Park,Municipal,820,Park,3121 Argonne Dr,North Chicago,IL,60064,Placed on Map,,https://www.fosspark-district.org/index.php, ,1561574114000,"{'x': -87.8722976191611, 'y': 42.32467889181503}",-87.8722976191611,42.32467889181503
1531,Hunt Club Park Community Center,Municipal,820,Community / Recreation Center,920 N Hunt Club Rd,Gurnee,IL,60031,Placed on Map,,https://www.gurneeparkdistrict.com/page-not-found,(847) 623-7788,1561574114000,"{'x': -87.96523545175695, 'y': 42.373174719422146}",-87.96523545175695,42.373174719422146
1532,Viking Park Community Center,Municipal,820,Community / Recreation Center,4374 Old Grand Ave,Gurnee,IL,60031,Placed on Map,,https://www.gurneeparkdistrict.com/page-not-found,(847) 623-7788,1561574114000,"{'x': -87.91147557594947, 'y': 42.3724236079966}",-87.91147557594947,42.3724236079966
1533,Engle Memorial Park Community Center,Municipal,820,Community / Recreation Center,2200 Grass Lake Rd,Lindenhurst,IL,60046,Placed on Map,,http://www.lindenhurstparks.org/, ,1546871446000,"{'x': -88.02893548801718, 'y': 42.432266476565445}",-88.02893548801718,42.432266476565445
1534,West Ridge Center,Municipal,820,Community / Recreation Center,636 Ridge Rd,Highland Park,IL,60035,Placed on Map,,http://www.pdhp.org/west-ridge-center/,(847) 831-3810,1546871446000,"{'x': -87.8159808434076, 'y': 42.16391916261175}",-87.8159808434076,42.16391916261175
1535,Recreation Center of Highland Park,Municipal,820,Community / Recreation Center,1207 Park Ave W,Highland Park,IL,60035,Placed on Map,,https://www.pdhp.org/,(847) 579-4554,1566587236000,"{'x': -87.82130564498345, 'y': 42.18935145866545}",-87.82130564498345,42.18935145866545
1536,Robert W Rolek Community Center,Municipal,820,Community / Recreation Center,814 Hart Rd,Round Lake,IL,60073,Placed on Map,,https://www.rlapd.org/robert-w-rolek-community-center,(847) 546-8558,1546871446000,"{'x': -88.10385497013631, 'y': 42.35871360857323}",-88.10385497013631,42.35871360857323
1537,Waukegan Public Library - Hinkston Branch,Municipal,820,Library,800 N Baldwin Ave,Waukegan,IL,60085,Placed on Map,,https://www.waukeganpl.org/,(847) 263-8077,1561492681000,"{'x': -87.8734227608511, 'y': 42.370915539112154}",-87.8734227608511,42.370915539112154
1538,Wildwood Park District Community Center,Municipal,820,Community / Recreation Center,33325 Sears Blvd,Grayslake,IL,60030,Placed on Map,,http://www.wildwoodparkdistrict.com/, ,1546871446000,"{'x': -87.99736546487965, 'y': 42.34777053061221}",-87.99736546487965,42.34777053061221
1539,Sports Arena Fitness Studio,Municipal,820,Sports Complex,2400 Dowie Memorial Dr,Zion,IL,60099,Placed on Map,,https://zionparkdistrict.com/sports-arena-fitness-studio/,(847) 746-5500,1561574114000,"{'x': -87.83157395282294, 'y': 42.45133884269421}",-87.83157395282294,42.45133884269421
1540,Waukegan Township Park Place Senior Center,Municipal,820,Community / Recreation Center,414 S Lewis Ave,Waukegan,IL,60085,Placed on Map,,http://www.waukegantownship.com/165/Park-Place-Center,(847) 244-9242,1546871446000,"{'x': -87.85741375122215, 'y': 42.35301641610504}",-87.85741375122215,42.35301641610504
1541,Lake County Forest Preserve General Offices,County,830,County Government Facility,1899 W Winchester Rd,Libertyville,IL,60048,Placed on Map,,https://www.lcfpd.org/general-offices/,(847) 367-6640,1561574114000,"{'x': -87.99621979219386, 'y': 42.29545420206671}",-87.99621979219386,42.29545420206671
1542,Almond Marsh Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/almond-marsh/, ,1561574114000,"{'x': -87.98704830216343, 'y': 42.33045238822339}",-87.98704830216343,42.33045238822339
1543,Atkinson Stormwater Facility,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/, ,1561574114000,"{'x': -87.90196361544321, 'y': 42.29503563116308}",-87.90196361544321,42.29503563116308
1544,Berkeley Prairie Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/, ,1561574114000,"{'x': -87.8396423206676, 'y': 42.18049476762948}",-87.8396423206676,42.18049476762948
1545,Black Crown Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/, ,1561574114000,"{'x': -88.19479446534835, 'y': 42.31021243224771}",-88.19479446534835,42.31021243224771
1546,Bluebird Meadow Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/, ,1561574114000,"{'x': -88.10879955437828, 'y': 42.43913855349051}",-88.10879955437828,42.43913855349051
1547,Brae Loch Golf Club,County,820,Park, , ,IL, ,Placed on Map,,http://www.braelochgolfclub.org/, ,1547235027000,"{'x': -88.00474317918778, 'y': 42.350494934532506}",-88.00474317918778,42.350494934532506
1548,Buffalo Creek Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/buffalo-creek/, ,1561574114000,"{'x': -88.00445001579145, 'y': 42.1564538431543}",-88.00445001579145,42.1564538431543
1549,Cahokia Flatwoods Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/, ,1561574114000,"{'x': -87.90695105561244, 'y': 42.15617191981734}",-87.90695105561244,42.15617191981734
1550,Captain Daniel Wright Woods Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/wright-woods/, ,1561574114000,"{'x': -87.93215076933741, 'y': 42.22426484342237}",-87.93215076933741,42.22426484342237
1551,Casey Trail & Greenway,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/, ,1561574114000,"{'x': -87.98711813629532, 'y': 42.31869175339275}",-87.98711813629532,42.31869175339275
1552,Community Garden Site,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/, ,1561574114000,"{'x': -87.8317454016848, 'y': 42.35278129558608}",-87.8317454016848,42.35278129558608
1553,Countryside Golf Club,County,820,Park, , ,IL, ,Placed on Map,,http://www.countrysidegolfclub.org/, ,1546871446000,"{'x': -88.03517155409197, 'y': 42.260640230149555}",-88.03517155409197,42.260640230149555
1554,Cuba Marsh Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/cuba-marsh/, ,1561574114000,"{'x': -88.10868699816812, 'y': 42.168567240350754}",-88.10868699816812,42.168567240350754
1555,Duck Farm Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/duck-farm/, ,1561574114000,"{'x': -88.04984519110162, 'y': 42.406645900431286}",-88.04984519110162,42.406645900431286
1556,Duffy Stormwater Facility,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/, ,1561574114000,"{'x': -87.87506156910202, 'y': 42.18576640430915}",-87.87506156910202,42.18576640430915
1557,Dutch Gap Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/, ,1561574114000,"{'x': -88.01453962536472, 'y': 42.48541865156479}",-88.01453962536472,42.48541865156479
1558,Edward L Ryerson Conservation Area,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/ryerson/, ,1561574114000,"{'x': -87.91171698021576, 'y': 42.17770184598245}",-87.91171698021576,42.17770184598245
1559,Egret Marsh Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/, ,1561574114000,"{'x': -88.03759190562322, 'y': 42.19396168772472}",-88.03759190562322,42.19396168772472
1560,Ethel's Woods Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/ethels-woods/, ,1561574114000,"{'x': -87.99973191300228, 'y': 42.453338685364486}",-87.99973191300228,42.453338685364486
1561,Fort Sheridan Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/fort-sheridan/, ,1561574114000,"{'x': -87.81944042355168, 'y': 42.22101590747122}",-87.81944042355168,42.22101590747122
1562,Fourth Lake Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/fourth-lake/, ,1561574114000,"{'x': -88.02945280892467, 'y': 42.399170138500374}",-88.02945280892467,42.399170138500374
1563,Fox River Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/fox-river/, ,1561574114000,"{'x': -88.17395772522791, 'y': 42.244150664875214}",-88.17395772522791,42.244150664875214
1564,Gander Mountain Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/gander-mountain/, ,1561574114000,"{'x': -88.18996153989957, 'y': 42.49154543738469}",-88.18996153989957,42.49154543738469
1565,Grainger Woods Conservation Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/grainger-woods/, ,1561574114000,"{'x': -87.91925192395314, 'y': 42.230150924135124}",-87.91925192395314,42.230150924135124
1566,Grant Woods Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/grant-woods/, ,1561574114000,"{'x': -88.13083795378631, 'y': 42.38859829130724}",-88.13083795378631,42.38859829130724
1567,Grassy Lake Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/grassy-lake/, ,1561574114000,"{'x': -88.15523959702635, 'y': 42.20828750980581}",-88.15523959702635,42.20828750980581
1568,Greenbelt Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/greenbelt/, ,1561574114000,"{'x': -87.87982569078656, 'y': 42.339845815211454}",-87.87982569078656,42.339845815211454
1569,Half Day Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/half-day/, ,1561574114000,"{'x': -87.93196760195266, 'y': 42.21385011421726}",-87.93196760195266,42.21385011421726
1570,Hastings Lake Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/hastings-lake/, ,1561574114000,"{'x': -88.04089510614435, 'y': 42.42783348260734}",-88.04089510614435,42.42783348260734
1571,Heron Creek Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/heron-creek/, ,1561574114000,"{'x': -88.02207293057502, 'y': 42.19100589299608}",-88.02207293057502,42.19100589299608
1572,Independence Grove Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/IG/, ,1561574114000,"{'x': -87.95132880082846, 'y': 42.319251077878185}",-87.95132880082846,42.319251077878185
1573,Kestrel Ridge Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/, ,1561574114000,"{'x': -88.11820436204081, 'y': 42.342585349234746}",-88.11820436204081,42.342585349234746
1574,Kettle Grove Forest Preserve,County,820,Park, , ,IL, ,Placed on Map,,https://www.lcfpd.org/, ,1561574114000,"{'x': -88.12867124157553, 'y': 42.32431203187178}",-88.12867124157553,42.32431203187178
